Format,2.0A,
Memory Length,5000,Memory Length,5000,Memory Length,5000,Memory Length,5000,
Trigger Level,6.80V,Trigger Level,6.80V,Trigger Level,6.80V,Trigger Level,6.80V,
Source,CH1,Source,CH2,Source,CH3,Source,CH4,
Label, ,Label, ,Label, ,Label, ,
Probe Ratio,1.000E+01,Probe Ratio,1.000E+01,Probe Ratio,1.000E+01,Probe Ratio,1.000E+01,
Vertical Units,V,Vertical Units,V,Vertical Units,V,Vertical Units,V,
Vertical Scale,1.000E+02,Vertical Scale,5.000E+01,Vertical Scale,5.000E-01,Vertical Scale,5.000E-01,
Vertical Position,1.960E+02,Vertical Position,2.000E+00,Vertical Position,-3.400E-01,Vertical Position,-1.160E+00,
Horizontal Units,S,Horizontal Units,S,Horizontal Units,S,Horizontal Units,S,
Horizontal Scale,1.000E-05,Horizontal Scale,1.000E-05,Horizontal Scale,1.000E-05,Horizontal Scale,1.000E-05,
Horizontal Position,1.728E-04,Horizontal Position,1.728E-04,Horizontal Position,1.728E-04,Horizontal Position,1.728E-04,
Horizontal Mode,Main,Horizontal Mode,Main,Horizontal Mode,Main,Horizontal Mode,Main,
Sampling Period,2.000E-08,Sampling Period,2.000E-08,Sampling Period,2.000E-08,Sampling Period,2.000E-08,
Firmware,V1.13,Firmware,V1.13,Firmware,V1.13,Firmware,V1.13,
Time,16-Aug-16 12:55:26,Time,16-Aug-16 12:55:26,Time,16-Aug-16 12:55:26,Time,16-Aug-16 12:55:26,
Mode,Detail,Mode,Detail,Mode,Detail,Mode,Detail,
Waveform Data,,Waveform Data,,Waveform Data,,Waveform Data,,
1.560400e-04,-4.000000,1.560400e-04,-2.000000,1.560400e-04,0.020000,1.560400e-04,0.000000,
1.560600e-04,-4.000000,1.560600e-04,-2.000000,1.560600e-04,0.040000,1.560600e-04,0.000000,
1.560800e-04,-4.000000,1.560800e-04,-2.000000,1.560800e-04,0.020000,1.560800e-04,0.000000,
1.561000e-04,-4.000000,1.561000e-04,-2.000000,1.561000e-04,0.020000,1.561000e-04,0.000000,
1.561200e-04,-4.000000,1.561200e-04,-2.000000,1.561200e-04,0.020000,1.561200e-04,0.000000,
1.561400e-04,-4.000000,1.561400e-04,-2.000000,1.561400e-04,0.020000,1.561400e-04,0.000000,
1.561600e-04,-4.000000,1.561600e-04,-2.000000,1.561600e-04,0.020000,1.561600e-04,0.000000,
1.561800e-04,-4.000000,1.561800e-04,0.000000,1.561800e-04,0.020000,1.561800e-04,-0.020000,
1.562000e-04,-4.000000,1.562000e-04,-2.000000,1.562000e-04,0.020000,1.562000e-04,-0.020000,
1.562200e-04,-4.000000,1.562200e-04,-2.000000,1.562200e-04,0.020000,1.562200e-04,0.000000,
1.562400e-04,-4.000000,1.562400e-04,-2.000000,1.562400e-04,0.020000,1.562400e-04,0.000000,
1.562600e-04,-4.000000,1.562600e-04,0.000000,1.562600e-04,0.020000,1.562600e-04,0.000000,
1.562800e-04,-4.000000,1.562800e-04,-2.000000,1.562800e-04,0.040000,1.562800e-04,0.000000,
1.563000e-04,-4.000000,1.563000e-04,0.000000,1.563000e-04,0.020000,1.563000e-04,0.000000,
1.563200e-04,-4.000000,1.563200e-04,-2.000000,1.563200e-04,0.020000,1.563200e-04,0.000000,
1.563400e-04,-4.000000,1.563400e-04,-2.000000,1.563400e-04,0.020000,1.563400e-04,0.000000,
1.563600e-04,-4.000000,1.563600e-04,-2.000000,1.563600e-04,0.020000,1.563600e-04,0.000000,
1.563800e-04,-4.000000,1.563800e-04,0.000000,1.563800e-04,0.020000,1.563800e-04,0.000000,
1.564000e-04,-4.000000,1.564000e-04,-2.000000,1.564000e-04,0.020000,1.564000e-04,0.000000,
1.564200e-04,-4.000000,1.564200e-04,0.000000,1.564200e-04,0.020000,1.564200e-04,0.000000,
1.564400e-04,-4.000000,1.564400e-04,-2.000000,1.564400e-04,0.020000,1.564400e-04,0.000000,
1.564600e-04,-4.000000,1.564600e-04,-2.000000,1.564600e-04,0.020000,1.564600e-04,0.000000,
1.564800e-04,-4.000000,1.564800e-04,-2.000000,1.564800e-04,0.020000,1.564800e-04,-0.020000,
1.565000e-04,-4.000000,1.565000e-04,0.000000,1.565000e-04,0.020000,1.565000e-04,0.000000,
1.565200e-04,-4.000000,1.565200e-04,-2.000000,1.565200e-04,0.020000,1.565200e-04,0.000000,
1.565400e-04,-4.000000,1.565400e-04,0.000000,1.565400e-04,0.020000,1.565400e-04,-0.020000,
1.565600e-04,-4.000000,1.565600e-04,0.000000,1.565600e-04,0.020000,1.565600e-04,0.000000,
1.565800e-04,-4.000000,1.565800e-04,0.000000,1.565800e-04,0.040000,1.565800e-04,0.000000,
1.566000e-04,-4.000000,1.566000e-04,-2.000000,1.566000e-04,0.020000,1.566000e-04,0.000000,
1.566200e-04,-4.000000,1.566200e-04,0.000000,1.566200e-04,0.040000,1.566200e-04,0.000000,
1.566400e-04,-4.000000,1.566400e-04,0.000000,1.566400e-04,0.020000,1.566400e-04,-0.020000,
1.566600e-04,-4.000000,1.566600e-04,0.000000,1.566600e-04,0.020000,1.566600e-04,0.000000,
1.566800e-04,-4.000000,1.566800e-04,-2.000000,1.566800e-04,0.020000,1.566800e-04,-0.020000,
1.567000e-04,-4.000000,1.567000e-04,0.000000,1.567000e-04,0.020000,1.567000e-04,0.000000,
1.567200e-04,-4.000000,1.567200e-04,0.000000,1.567200e-04,0.020000,1.567200e-04,-0.020000,
1.567400e-04,-4.000000,1.567400e-04,0.000000,1.567400e-04,0.020000,1.567400e-04,-0.020000,
1.567600e-04,-4.000000,1.567600e-04,0.000000,1.567600e-04,0.020000,1.567600e-04,0.000000,
1.567800e-04,-4.000000,1.567800e-04,0.000000,1.567800e-04,0.020000,1.567800e-04,0.000000,
1.568000e-04,-4.000000,1.568000e-04,-2.000000,1.568000e-04,0.020000,1.568000e-04,0.000000,
1.568200e-04,-4.000000,1.568200e-04,0.000000,1.568200e-04,0.020000,1.568200e-04,0.000000,
1.568400e-04,-4.000000,1.568400e-04,0.000000,1.568400e-04,0.020000,1.568400e-04,0.000000,
1.568600e-04,-4.000000,1.568600e-04,0.000000,1.568600e-04,0.020000,1.568600e-04,0.000000,
1.568800e-04,-4.000000,1.568800e-04,0.000000,1.568800e-04,0.020000,1.568800e-04,0.000000,
1.569000e-04,-4.000000,1.569000e-04,0.000000,1.569000e-04,0.020000,1.569000e-04,0.000000,
1.569200e-04,-4.000000,1.569200e-04,0.000000,1.569200e-04,0.020000,1.569200e-04,0.000000,
1.569400e-04,-4.000000,1.569400e-04,0.000000,1.569400e-04,0.020000,1.569400e-04,0.000000,
1.569600e-04,-4.000000,1.569600e-04,0.000000,1.569600e-04,0.020000,1.569600e-04,0.000000,
1.569800e-04,-4.000000,1.569800e-04,0.000000,1.569800e-04,0.020000,1.569800e-04,-0.020000,
1.570000e-04,-4.000000,1.570000e-04,0.000000,1.570000e-04,0.020000,1.570000e-04,0.000000,
1.570200e-04,-4.000000,1.570200e-04,0.000000,1.570200e-04,0.020000,1.570200e-04,0.000000,
1.570400e-04,-4.000000,1.570400e-04,0.000000,1.570400e-04,0.020000,1.570400e-04,0.000000,
1.570600e-04,-4.000000,1.570600e-04,0.000000,1.570600e-04,0.040000,1.570600e-04,-0.020000,
1.570800e-04,-4.000000,1.570800e-04,0.000000,1.570800e-04,0.020000,1.570800e-04,-0.020000,
1.571000e-04,-4.000000,1.571000e-04,0.000000,1.571000e-04,0.020000,1.571000e-04,0.000000,
1.571200e-04,-4.000000,1.571200e-04,0.000000,1.571200e-04,0.020000,1.571200e-04,0.000000,
1.571400e-04,-4.000000,1.571400e-04,0.000000,1.571400e-04,0.020000,1.571400e-04,0.000000,
1.571600e-04,-4.000000,1.571600e-04,0.000000,1.571600e-04,0.020000,1.571600e-04,0.000000,
1.571800e-04,-4.000000,1.571800e-04,0.000000,1.571800e-04,0.020000,1.571800e-04,0.000000,
1.572000e-04,-4.000000,1.572000e-04,0.000000,1.572000e-04,0.020000,1.572000e-04,0.000000,
1.572200e-04,-4.000000,1.572200e-04,0.000000,1.572200e-04,0.020000,1.572200e-04,0.000000,
1.572400e-04,-4.000000,1.572400e-04,0.000000,1.572400e-04,0.020000,1.572400e-04,0.000000,
1.572600e-04,-4.000000,1.572600e-04,0.000000,1.572600e-04,0.040000,1.572600e-04,0.000000,
1.572800e-04,-4.000000,1.572800e-04,0.000000,1.572800e-04,0.020000,1.572800e-04,0.000000,
1.573000e-04,-4.000000,1.573000e-04,0.000000,1.573000e-04,0.020000,1.573000e-04,0.000000,
1.573200e-04,-4.000000,1.573200e-04,0.000000,1.573200e-04,0.020000,1.573200e-04,0.000000,
1.573400e-04,-4.000000,1.573400e-04,0.000000,1.573400e-04,0.020000,1.573400e-04,0.000000,
1.573600e-04,-4.000000,1.573600e-04,0.000000,1.573600e-04,0.020000,1.573600e-04,0.000000,
1.573800e-04,-4.000000,1.573800e-04,0.000000,1.573800e-04,0.020000,1.573800e-04,0.000000,
1.574000e-04,-4.000000,1.574000e-04,-2.000000,1.574000e-04,0.020000,1.574000e-04,0.000000,
1.574200e-04,-4.000000,1.574200e-04,0.000000,1.574200e-04,0.020000,1.574200e-04,0.000000,
1.574400e-04,-4.000000,1.574400e-04,0.000000,1.574400e-04,0.020000,1.574400e-04,0.000000,
1.574600e-04,-4.000000,1.574600e-04,0.000000,1.574600e-04,0.020000,1.574600e-04,0.000000,
1.574800e-04,-4.000000,1.574800e-04,0.000000,1.574800e-04,0.020000,1.574800e-04,0.000000,
1.575000e-04,-4.000000,1.575000e-04,0.000000,1.575000e-04,0.020000,1.575000e-04,0.000000,
1.575200e-04,-4.000000,1.575200e-04,0.000000,1.575200e-04,0.020000,1.575200e-04,0.000000,
1.575400e-04,-4.000000,1.575400e-04,0.000000,1.575400e-04,0.020000,1.575400e-04,0.000000,
1.575600e-04,-4.000000,1.575600e-04,0.000000,1.575600e-04,0.020000,1.575600e-04,0.000000,
1.575800e-04,-4.000000,1.575800e-04,0.000000,1.575800e-04,0.020000,1.575800e-04,0.000000,
1.576000e-04,-4.000000,1.576000e-04,0.000000,1.576000e-04,0.020000,1.576000e-04,0.000000,
1.576200e-04,-4.000000,1.576200e-04,0.000000,1.576200e-04,0.020000,1.576200e-04,0.000000,
1.576400e-04,-4.000000,1.576400e-04,0.000000,1.576400e-04,0.020000,1.576400e-04,0.000000,
1.576600e-04,-4.000000,1.576600e-04,0.000000,1.576600e-04,0.020000,1.576600e-04,0.000000,
1.576800e-04,-4.000000,1.576800e-04,0.000000,1.576800e-04,0.020000,1.576800e-04,0.000000,
1.577000e-04,-4.000000,1.577000e-04,0.000000,1.577000e-04,0.020000,1.577000e-04,0.000000,
1.577200e-04,-4.000000,1.577200e-04,0.000000,1.577200e-04,0.020000,1.577200e-04,0.000000,
1.577400e-04,-4.000000,1.577400e-04,0.000000,1.577400e-04,0.020000,1.577400e-04,0.000000,
1.577600e-04,-4.000000,1.577600e-04,0.000000,1.577600e-04,0.020000,1.577600e-04,0.000000,
1.577800e-04,-4.000000,1.577800e-04,0.000000,1.577800e-04,0.020000,1.577800e-04,0.000000,
1.578000e-04,-4.000000,1.578000e-04,0.000000,1.578000e-04,0.020000,1.578000e-04,0.000000,
1.578200e-04,-4.000000,1.578200e-04,0.000000,1.578200e-04,0.020000,1.578200e-04,0.000000,
1.578400e-04,-4.000000,1.578400e-04,0.000000,1.578400e-04,0.020000,1.578400e-04,0.000000,
1.578600e-04,-4.000000,1.578600e-04,0.000000,1.578600e-04,0.020000,1.578600e-04,0.000000,
1.578800e-04,-4.000000,1.578800e-04,0.000000,1.578800e-04,0.020000,1.578800e-04,0.000000,
1.579000e-04,-4.000000,1.579000e-04,2.000000,1.579000e-04,0.040000,1.579000e-04,0.000000,
1.579200e-04,-4.000000,1.579200e-04,0.000000,1.579200e-04,0.020000,1.579200e-04,0.000000,
1.579400e-04,-4.000000,1.579400e-04,0.000000,1.579400e-04,0.020000,1.579400e-04,0.000000,
1.579600e-04,-4.000000,1.579600e-04,0.000000,1.579600e-04,0.020000,1.579600e-04,-0.020000,
1.579800e-04,-4.000000,1.579800e-04,0.000000,1.579800e-04,0.020000,1.579800e-04,0.000000,
1.580000e-04,-4.000000,1.580000e-04,0.000000,1.580000e-04,0.020000,1.580000e-04,0.000000,
1.580200e-04,-4.000000,1.580200e-04,0.000000,1.580200e-04,0.040000,1.580200e-04,0.000000,
1.580400e-04,-4.000000,1.580400e-04,0.000000,1.580400e-04,0.040000,1.580400e-04,0.000000,
1.580600e-04,-4.000000,1.580600e-04,0.000000,1.580600e-04,0.020000,1.580600e-04,0.000000,
1.580800e-04,-4.000000,1.580800e-04,0.000000,1.580800e-04,0.020000,1.580800e-04,-0.020000,
1.581000e-04,-4.000000,1.581000e-04,2.000000,1.581000e-04,0.020000,1.581000e-04,0.000000,
1.581200e-04,-4.000000,1.581200e-04,0.000000,1.581200e-04,0.020000,1.581200e-04,0.000000,
1.581400e-04,-4.000000,1.581400e-04,0.000000,1.581400e-04,0.020000,1.581400e-04,0.000000,
1.581600e-04,-4.000000,1.581600e-04,0.000000,1.581600e-04,0.020000,1.581600e-04,-0.020000,
1.581800e-04,-4.000000,1.581800e-04,0.000000,1.581800e-04,0.020000,1.581800e-04,0.000000,
1.582000e-04,-4.000000,1.582000e-04,0.000000,1.582000e-04,0.020000,1.582000e-04,0.000000,
1.582200e-04,-4.000000,1.582200e-04,0.000000,1.582200e-04,0.020000,1.582200e-04,0.000000,
1.582400e-04,-4.000000,1.582400e-04,0.000000,1.582400e-04,0.020000,1.582400e-04,0.000000,
1.582600e-04,-4.000000,1.582600e-04,2.000000,1.582600e-04,0.020000,1.582600e-04,0.000000,
1.582800e-04,-4.000000,1.582800e-04,0.000000,1.582800e-04,0.020000,1.582800e-04,0.000000,
1.583000e-04,-4.000000,1.583000e-04,0.000000,1.583000e-04,0.020000,1.583000e-04,-0.020000,
1.583200e-04,-4.000000,1.583200e-04,0.000000,1.583200e-04,0.020000,1.583200e-04,0.000000,
1.583400e-04,-4.000000,1.583400e-04,0.000000,1.583400e-04,0.020000,1.583400e-04,-0.020000,
1.583600e-04,-4.000000,1.583600e-04,0.000000,1.583600e-04,0.040000,1.583600e-04,-0.020000,
1.583800e-04,-4.000000,1.583800e-04,0.000000,1.583800e-04,0.020000,1.583800e-04,0.000000,
1.584000e-04,-4.000000,1.584000e-04,0.000000,1.584000e-04,0.020000,1.584000e-04,0.000000,
1.584200e-04,-4.000000,1.584200e-04,0.000000,1.584200e-04,0.040000,1.584200e-04,0.000000,
1.584400e-04,-4.000000,1.584400e-04,0.000000,1.584400e-04,0.040000,1.584400e-04,0.000000,
1.584600e-04,-4.000000,1.584600e-04,0.000000,1.584600e-04,0.020000,1.584600e-04,0.000000,
1.584800e-04,-4.000000,1.584800e-04,0.000000,1.584800e-04,0.020000,1.584800e-04,0.000000,
1.585000e-04,-4.000000,1.585000e-04,0.000000,1.585000e-04,0.020000,1.585000e-04,0.000000,
1.585200e-04,-4.000000,1.585200e-04,0.000000,1.585200e-04,0.020000,1.585200e-04,0.000000,
1.585400e-04,-4.000000,1.585400e-04,0.000000,1.585400e-04,0.020000,1.585400e-04,0.000000,
1.585600e-04,-4.000000,1.585600e-04,0.000000,1.585600e-04,0.020000,1.585600e-04,-0.020000,
1.585800e-04,-4.000000,1.585800e-04,0.000000,1.585800e-04,0.020000,1.585800e-04,0.000000,
1.586000e-04,-4.000000,1.586000e-04,0.000000,1.586000e-04,0.040000,1.586000e-04,0.000000,
1.586200e-04,-4.000000,1.586200e-04,0.000000,1.586200e-04,0.020000,1.586200e-04,0.000000,
1.586400e-04,-4.000000,1.586400e-04,0.000000,1.586400e-04,0.040000,1.586400e-04,0.000000,
1.586600e-04,-4.000000,1.586600e-04,0.000000,1.586600e-04,0.020000,1.586600e-04,0.000000,
1.586800e-04,-4.000000,1.586800e-04,0.000000,1.586800e-04,0.040000,1.586800e-04,0.000000,
1.587000e-04,-4.000000,1.587000e-04,0.000000,1.587000e-04,0.040000,1.587000e-04,0.000000,
1.587200e-04,-4.000000,1.587200e-04,0.000000,1.587200e-04,0.020000,1.587200e-04,0.000000,
1.587400e-04,-4.000000,1.587400e-04,2.000000,1.587400e-04,0.040000,1.587400e-04,0.000000,
1.587600e-04,-4.000000,1.587600e-04,0.000000,1.587600e-04,0.020000,1.587600e-04,0.000000,
1.587800e-04,-4.000000,1.587800e-04,0.000000,1.587800e-04,0.020000,1.587800e-04,0.000000,
1.588000e-04,-4.000000,1.588000e-04,0.000000,1.588000e-04,0.020000,1.588000e-04,0.000000,
1.588200e-04,-4.000000,1.588200e-04,0.000000,1.588200e-04,0.020000,1.588200e-04,0.000000,
1.588400e-04,-4.000000,1.588400e-04,0.000000,1.588400e-04,0.020000,1.588400e-04,0.000000,
1.588600e-04,-4.000000,1.588600e-04,0.000000,1.588600e-04,0.040000,1.588600e-04,0.000000,
1.588800e-04,-4.000000,1.588800e-04,0.000000,1.588800e-04,0.040000,1.588800e-04,0.000000,
1.589000e-04,-4.000000,1.589000e-04,0.000000,1.589000e-04,0.020000,1.589000e-04,0.000000,
1.589200e-04,-4.000000,1.589200e-04,0.000000,1.589200e-04,0.020000,1.589200e-04,0.000000,
1.589400e-04,-8.000000,1.589400e-04,2.000000,1.589400e-04,0.020000,1.589400e-04,0.000000,
1.589600e-04,-4.000000,1.589600e-04,0.000000,1.589600e-04,0.020000,1.589600e-04,0.000000,
1.589800e-04,-4.000000,1.589800e-04,0.000000,1.589800e-04,0.040000,1.589800e-04,0.000000,
1.590000e-04,-4.000000,1.590000e-04,2.000000,1.590000e-04,0.020000,1.590000e-04,0.000000,
1.590200e-04,-4.000000,1.590200e-04,0.000000,1.590200e-04,0.020000,1.590200e-04,0.000000,
1.590400e-04,-4.000000,1.590400e-04,0.000000,1.590400e-04,0.040000,1.590400e-04,0.000000,
1.590600e-04,-4.000000,1.590600e-04,0.000000,1.590600e-04,0.040000,1.590600e-04,0.000000,
1.590800e-04,-4.000000,1.590800e-04,2.000000,1.590800e-04,0.020000,1.590800e-04,0.000000,
1.591000e-04,-4.000000,1.591000e-04,0.000000,1.591000e-04,0.020000,1.591000e-04,0.000000,
1.591200e-04,-4.000000,1.591200e-04,0.000000,1.591200e-04,0.020000,1.591200e-04,0.000000,
1.591400e-04,-4.000000,1.591400e-04,0.000000,1.591400e-04,0.040000,1.591400e-04,0.000000,
1.591600e-04,-4.000000,1.591600e-04,0.000000,1.591600e-04,0.020000,1.591600e-04,0.000000,
1.591800e-04,-4.000000,1.591800e-04,2.000000,1.591800e-04,0.020000,1.591800e-04,0.000000,
1.592000e-04,-4.000000,1.592000e-04,0.000000,1.592000e-04,0.020000,1.592000e-04,0.000000,
1.592200e-04,-4.000000,1.592200e-04,0.000000,1.592200e-04,0.040000,1.592200e-04,0.000000,
1.592400e-04,-4.000000,1.592400e-04,0.000000,1.592400e-04,0.040000,1.592400e-04,0.000000,
1.592600e-04,-4.000000,1.592600e-04,2.000000,1.592600e-04,0.040000,1.592600e-04,0.000000,
1.592800e-04,-4.000000,1.592800e-04,0.000000,1.592800e-04,0.040000,1.592800e-04,0.000000,
1.593000e-04,-4.000000,1.593000e-04,0.000000,1.593000e-04,0.020000,1.593000e-04,0.000000,
1.593200e-04,-4.000000,1.593200e-04,2.000000,1.593200e-04,0.040000,1.593200e-04,0.000000,
1.593400e-04,-4.000000,1.593400e-04,2.000000,1.593400e-04,0.040000,1.593400e-04,0.000000,
1.593600e-04,-4.000000,1.593600e-04,2.000000,1.593600e-04,0.020000,1.593600e-04,-0.020000,
1.593800e-04,-4.000000,1.593800e-04,0.000000,1.593800e-04,0.020000,1.593800e-04,0.000000,
1.594000e-04,-4.000000,1.594000e-04,2.000000,1.594000e-04,0.020000,1.594000e-04,0.000000,
1.594200e-04,-4.000000,1.594200e-04,0.000000,1.594200e-04,0.020000,1.594200e-04,0.000000,
1.594400e-04,-8.000000,1.594400e-04,2.000000,1.594400e-04,0.040000,1.594400e-04,0.000000,
1.594600e-04,-4.000000,1.594600e-04,0.000000,1.594600e-04,0.020000,1.594600e-04,0.000000,
1.594800e-04,-4.000000,1.594800e-04,0.000000,1.594800e-04,0.020000,1.594800e-04,0.000000,
1.595000e-04,-4.000000,1.595000e-04,2.000000,1.595000e-04,0.020000,1.595000e-04,0.000000,
1.595200e-04,-4.000000,1.595200e-04,0.000000,1.595200e-04,0.020000,1.595200e-04,0.000000,
1.595400e-04,-4.000000,1.595400e-04,0.000000,1.595400e-04,0.040000,1.595400e-04,0.000000,
1.595600e-04,-4.000000,1.595600e-04,0.000000,1.595600e-04,0.020000,1.595600e-04,0.000000,
1.595800e-04,-4.000000,1.595800e-04,0.000000,1.595800e-04,0.020000,1.595800e-04,0.000000,
1.596000e-04,-4.000000,1.596000e-04,0.000000,1.596000e-04,0.020000,1.596000e-04,0.000000,
1.596200e-04,-4.000000,1.596200e-04,0.000000,1.596200e-04,0.020000,1.596200e-04,0.000000,
1.596400e-04,-4.000000,1.596400e-04,0.000000,1.596400e-04,0.020000,1.596400e-04,0.000000,
1.596600e-04,-4.000000,1.596600e-04,0.000000,1.596600e-04,0.020000,1.596600e-04,0.000000,
1.596800e-04,-4.000000,1.596800e-04,2.000000,1.596800e-04,0.040000,1.596800e-04,0.000000,
1.597000e-04,-4.000000,1.597000e-04,0.000000,1.597000e-04,0.020000,1.597000e-04,0.000000,
1.597200e-04,-4.000000,1.597200e-04,2.000000,1.597200e-04,0.020000,1.597200e-04,0.000000,
1.597400e-04,-4.000000,1.597400e-04,0.000000,1.597400e-04,0.020000,1.597400e-04,0.000000,
1.597600e-04,-4.000000,1.597600e-04,0.000000,1.597600e-04,0.020000,1.597600e-04,0.000000,
1.597800e-04,-4.000000,1.597800e-04,0.000000,1.597800e-04,0.020000,1.597800e-04,0.000000,
1.598000e-04,-4.000000,1.598000e-04,2.000000,1.598000e-04,0.020000,1.598000e-04,0.000000,
1.598200e-04,-4.000000,1.598200e-04,0.000000,1.598200e-04,0.020000,1.598200e-04,0.000000,
1.598400e-04,-4.000000,1.598400e-04,0.000000,1.598400e-04,0.020000,1.598400e-04,0.000000,
1.598600e-04,-4.000000,1.598600e-04,0.000000,1.598600e-04,0.020000,1.598600e-04,0.000000,
1.598800e-04,-4.000000,1.598800e-04,0.000000,1.598800e-04,0.040000,1.598800e-04,0.000000,
1.599000e-04,-4.000000,1.599000e-04,0.000000,1.599000e-04,0.020000,1.599000e-04,0.000000,
1.599200e-04,-4.000000,1.599200e-04,0.000000,1.599200e-04,0.020000,1.599200e-04,0.000000,
1.599400e-04,-4.000000,1.599400e-04,0.000000,1.599400e-04,0.020000,1.599400e-04,0.000000,
1.599600e-04,-4.000000,1.599600e-04,0.000000,1.599600e-04,0.040000,1.599600e-04,0.000000,
1.599800e-04,-4.000000,1.599800e-04,0.000000,1.599800e-04,0.020000,1.599800e-04,0.000000,
1.600000e-04,-4.000000,1.600000e-04,0.000000,1.600000e-04,0.020000,1.600000e-04,0.000000,
1.600200e-04,-4.000000,1.600200e-04,2.000000,1.600200e-04,0.040000,1.600200e-04,0.000000,
1.600400e-04,-4.000000,1.600400e-04,0.000000,1.600400e-04,0.040000,1.600400e-04,0.000000,
1.600600e-04,-4.000000,1.600600e-04,0.000000,1.600600e-04,0.020000,1.600600e-04,-0.020000,
1.600800e-04,-4.000000,1.600800e-04,0.000000,1.600800e-04,0.020000,1.600800e-04,0.000000,
1.601000e-04,-4.000000,1.601000e-04,0.000000,1.601000e-04,0.040000,1.601000e-04,0.000000,
1.601200e-04,-4.000000,1.601200e-04,0.000000,1.601200e-04,0.040000,1.601200e-04,0.000000,
1.601400e-04,-4.000000,1.601400e-04,0.000000,1.601400e-04,0.020000,1.601400e-04,0.000000,
1.601600e-04,-4.000000,1.601600e-04,0.000000,1.601600e-04,0.020000,1.601600e-04,0.000000,
1.601800e-04,-4.000000,1.601800e-04,2.000000,1.601800e-04,0.020000,1.601800e-04,0.000000,
1.602000e-04,-4.000000,1.602000e-04,0.000000,1.602000e-04,0.020000,1.602000e-04,0.000000,
1.602200e-04,-4.000000,1.602200e-04,0.000000,1.602200e-04,0.040000,1.602200e-04,-0.020000,
1.602400e-04,-4.000000,1.602400e-04,0.000000,1.602400e-04,0.020000,1.602400e-04,-0.020000,
1.602600e-04,-4.000000,1.602600e-04,0.000000,1.602600e-04,0.020000,1.602600e-04,0.000000,
1.602800e-04,-4.000000,1.602800e-04,0.000000,1.602800e-04,0.020000,1.602800e-04,0.000000,
1.603000e-04,-4.000000,1.603000e-04,0.000000,1.603000e-04,0.020000,1.603000e-04,0.000000,
1.603200e-04,-4.000000,1.603200e-04,0.000000,1.603200e-04,0.020000,1.603200e-04,0.000000,
1.603400e-04,-4.000000,1.603400e-04,0.000000,1.603400e-04,0.020000,1.603400e-04,0.000000,
1.603600e-04,-4.000000,1.603600e-04,0.000000,1.603600e-04,0.020000,1.603600e-04,0.000000,
1.603800e-04,-4.000000,1.603800e-04,2.000000,1.603800e-04,0.020000,1.603800e-04,0.000000,
1.604000e-04,-4.000000,1.604000e-04,0.000000,1.604000e-04,0.020000,1.604000e-04,0.000000,
1.604200e-04,-4.000000,1.604200e-04,0.000000,1.604200e-04,0.020000,1.604200e-04,0.000000,
1.604400e-04,-4.000000,1.604400e-04,0.000000,1.604400e-04,0.020000,1.604400e-04,0.000000,
1.604600e-04,-4.000000,1.604600e-04,0.000000,1.604600e-04,0.020000,1.604600e-04,0.000000,
1.604800e-04,-4.000000,1.604800e-04,0.000000,1.604800e-04,0.040000,1.604800e-04,0.000000,
1.605000e-04,-4.000000,1.605000e-04,0.000000,1.605000e-04,0.020000,1.605000e-04,0.000000,
1.605200e-04,-4.000000,1.605200e-04,0.000000,1.605200e-04,0.020000,1.605200e-04,-0.020000,
1.605400e-04,-4.000000,1.605400e-04,0.000000,1.605400e-04,0.020000,1.605400e-04,-0.020000,
1.605600e-04,-4.000000,1.605600e-04,0.000000,1.605600e-04,0.020000,1.605600e-04,0.000000,
1.605800e-04,-4.000000,1.605800e-04,0.000000,1.605800e-04,0.020000,1.605800e-04,0.000000,
1.606000e-04,-4.000000,1.606000e-04,0.000000,1.606000e-04,0.020000,1.606000e-04,0.000000,
1.606200e-04,-4.000000,1.606200e-04,0.000000,1.606200e-04,0.020000,1.606200e-04,0.000000,
1.606400e-04,-4.000000,1.606400e-04,0.000000,1.606400e-04,0.020000,1.606400e-04,0.000000,
1.606600e-04,-4.000000,1.606600e-04,0.000000,1.606600e-04,0.020000,1.606600e-04,0.000000,
1.606800e-04,-4.000000,1.606800e-04,0.000000,1.606800e-04,0.020000,1.606800e-04,-0.020000,
1.607000e-04,-4.000000,1.607000e-04,0.000000,1.607000e-04,0.020000,1.607000e-04,0.000000,
1.607200e-04,-4.000000,1.607200e-04,0.000000,1.607200e-04,0.020000,1.607200e-04,0.000000,
1.607400e-04,-4.000000,1.607400e-04,0.000000,1.607400e-04,0.020000,1.607400e-04,0.000000,
1.607600e-04,-4.000000,1.607600e-04,0.000000,1.607600e-04,0.020000,1.607600e-04,0.000000,
1.607800e-04,-4.000000,1.607800e-04,0.000000,1.607800e-04,0.020000,1.607800e-04,0.000000,
1.608000e-04,-4.000000,1.608000e-04,2.000000,1.608000e-04,0.020000,1.608000e-04,0.000000,
1.608200e-04,-4.000000,1.608200e-04,0.000000,1.608200e-04,0.020000,1.608200e-04,0.000000,
1.608400e-04,-4.000000,1.608400e-04,0.000000,1.608400e-04,0.020000,1.608400e-04,0.000000,
1.608600e-04,-4.000000,1.608600e-04,2.000000,1.608600e-04,0.020000,1.608600e-04,0.000000,
1.608800e-04,-4.000000,1.608800e-04,0.000000,1.608800e-04,0.020000,1.608800e-04,0.000000,
